,index,outlier,score
164,2107,G(min),0.5012844395396513
165,2127,D(maj),0.514158891661946
166,2135,G(min),0.5012844395396513
167,2148,G(min),0.5012844395396513
168,2149,G(min),0.5012844395396513
169,2150,G(min),0.5012844395396513
170,2155,C(min),0.5412086816653819
171,2157,F(min),0.531675187881862
172,2158,F(min),0.531675187881862
173,2162,D(maj),0.514158891661946
174,2167,D(maj),0.514158891661946
175,2172,G(min),0.5012844395396513
176,2194,F(min),0.531675187881862
177,2218,C(min),0.5412086816653819
178,2230,D(maj),0.514158891661946
179,2286,G(min),0.5012844395396513
180,2290,G(min),0.5012844395396513
181,2296,G(min),0.5012844395396513
182,2326,D(maj),0.514158891661946
183,2327,G(min),0.5012844395396513
184,2331,F(min),0.531675187881862
185,2332,C(min),0.5412086816653819
186,2333,F(min),0.531675187881862
187,2336,D(maj),0.514158891661946
188,2337,D(maj),0.514158891661946
189,2338,D(maj),0.514158891661946
190,2339,D(maj),0.514158891661946
191,2355,D(maj),0.514158891661946
192,2384,D(maj),0.514158891661946
193,2404,G(min),0.5012844395396513
194,2415,G(min),0.5012844395396513
195,2416,G(min),0.5012844395396513
196,2417,G(min),0.5012844395396513
197,2418,G(min),0.5012844395396513
198,2458,G(min),0.5012844395396513
199,2459,G(min),0.5012844395396513
200,2483,G(min),0.5012844395396513
201,2484,G(min),0.5012844395396513
202,2485,G(min),0.5012844395396513
203,2500,vi,0.5211389004144182
204,2510,D(maj),0.514158891661946
205,2515,G(min),0.5012844395396513
206,2517,D(maj),0.514158891661946
207,2518,D(maj),0.514158891661946
208,2569,D(maj),0.514158891661946
209,2604,D(maj),0.514158891661946
210,2613,D(maj),0.514158891661946
211,2634,D(maj),0.514158891661946
212,2642,C(min),0.5412086816653819
213,2643,C(min),0.5412086816653819
214,2666,G(min),0.5012844395396513
215,2683,D(maj),0.514158891661946
216,2706,F(min),0.531675187881862
217,2715,vi,0.5211389004144182
218,2716,vi,0.5211389004144182
219,2717,vi,0.5211389004144182
220,2804,vi,0.5211389004144182
221,2842,G(min),0.5012844395396513
222,2857,D(maj),0.514158891661946
223,2884,G(min),0.5012844395396513
224,2929,G(min),0.5012844395396513
225,2930,G(min),0.5012844395396513
226,2944,D(maj),0.514158891661946
227,2948,vi,0.5211389004144182
228,2973,D(maj),0.514158891661946
229,2974,D(maj),0.514158891661946
230,2975,D(maj),0.514158891661946
231,2978,D(maj),0.514158891661946
232,2987,F(min),0.531675187881862
233,2991,C(min),0.5412086816653819
234,2994,D(maj),0.514158891661946
235,2995,D(maj),0.514158891661946
