,index,outlier,score
236,3008,vi,0.5211389004144182
237,3012,vi,0.5211389004144182
238,3043,G(min),0.5012844395396513
239,3044,G(min),0.5012844395396513
240,3046,vi,0.5211389004144182
241,3047,G(min),0.5012844395396513
242,3048,G(min),0.5012844395396513
243,3049,G(min),0.5012844395396513
244,3071,vi,0.5211389004144182
245,3072,vi,0.5211389004144182
246,3100,F(min),0.531675187881862
247,3115,D(maj),0.514158891661946
248,3117,G(min),0.5012844395396513
249,3118,D(maj),0.514158891661946
250,3125,G(min),0.5012844395396513
251,3126,G(min),0.5012844395396513
252,3127,G(min),0.5012844395396513
253,3142,F(min),0.531675187881862
254,3145,G(min),0.5012844395396513
255,3178,D(maj),0.514158891661946
256,3181,F(min),0.531675187881862
257,3203,C(min),0.5412086816653819
258,3204,G(min),0.5012844395396513
259,3207,D(maj),0.514158891661946
260,3286,F(min),0.531675187881862
261,3299,C(min),0.5412086816653819
262,3331,D(maj),0.514158891661946
263,3332,D(maj),0.514158891661946
264,3335,F(min),0.531675187881862
265,3340,D(maj),0.514158891661946
266,3347,G(min),0.5012844395396513
267,3353,G(min),0.5012844395396513
268,3354,G(min),0.5012844395396513
269,3355,G(min),0.5012844395396513
270,3356,G(min),0.5012844395396513
271,3357,G(min),0.5012844395396513
272,3358,G(min),0.5012844395396513
273,3390,D(maj),0.514158891661946
274,3391,D(maj),0.514158891661946
275,3410,G(min),0.5012844395396513
276,3422,G(min),0.5012844395396513
277,3426,D(maj),0.514158891661946
278,3446,G(min),0.5012844395396513
279,3447,G(min),0.5012844395396513
280,3448,G(min),0.5012844395396513
281,3449,G(min),0.5012844395396513
282,3458,C(min),0.5412086816653819
283,3460,G(min),0.5012844395396513
284,3474,D(maj),0.514158891661946
285,3487,F(min),0.531675187881862
